,pc,dc,qc,,,,
141,1,0,1,0.410714286,0.285714286,0.25,1
142,1,0,1,0.410714286,0.285714286,0.194444444,1
143,1,1,2,0.410714286,0.285714286,0.194444444,1
144,1,0,1,0.267857143,0.285714286,0.111111111,1
145,1,0,1,0.285714286,0.267857143,0.111111111,1
146,0,1,1,0.553571429,0.214285714,0.111111111,1
147,0,1,1,0.571428571,0.214285714,0.111111111,1
148,0,1,1,0.571428571,0.125,0.111111111,1
149,0,1,1,0.553571429,0,0.194444444,1
150,2,1,1,0.571428571,0.125,0.25,1
151,0,1,1,0.553571429,0.125,0.25,1
152,1,1,2,0.553571429,0.125,0.25,1
153,0,1,1,0.553571429,0.125,0.25,1
154,1,0,2,0.267857143,0.125,0.25,1
155,1,1,2,0.267857143,0.125,0.277777778,1
156,0,1,1,0.267857143,0.125,0.25,1
157,0,1,1,0.267857143,0.125,0.25,1
158,0,1,1,0.214285714,0,0.194444444,1
159,0,1,1,0.125,0,0.111111111,1
160,1,1,2,0.125,0,0.25,1
161,0,1,1,0.553571429,0,0.361111111,1
162,0,1,1,1.357142857,0,0.861111111,0
163,0,1,1,1.428571429,0.125,0.861111111,0
164,0,1,1,1.428571429,0.214285714,0.75,0
165,2,1,0,1.267857143,0.267857143,0.861111111,0
166,3,1,0,1.071428571,0.285714286,0.861111111,0
167,2,0,3,0.839285714,0.267857143,0.861111111,1
168,1,0,1,0.571428571,0.214285714,0.861111111,1
169,1,0,1,0.785714286,0.214285714,0.694444444,1
170,1,0,2,0.410714286,0.214285714,0.5,1
171,1,0,1,0.267857143,0.267857143,0.111111111,1
172,1,0,1,0.285714286,0.285714286,0.194444444,1
173,0,1,1,0.285714286,0.267857143,0.194444444,1
174,0,1,1,0.267857143,0.214285714,0.111111111,1
175,0,1,1,0.214285714,0.125,0.111111111,1
176,0,1,1,0.125,0,0.111111111,1
177,1,1,2,0.125,0,0.111111111,1
178,0,1,1,0.125,0,0.111111111,1
179,0,1,1,0.553571429,0,0.111111111,1
180,0,1,1,0.839285714,0,0.25,1
181,0,1,1,1.071428571,0.125,0.111111111,0
182,0,1,1,1.553571429,0.125,0.611111111,0
183,2,1,1,1.553571429,0.125,0.694444444,0
184,2,1,1,1.410714286,0.125,0.694444444,0
185,2,0,0,1.125,0.125,0.694444444,0
186,3,1,1,1.125,0.125,0.694444444,0
187,0,1,3,1.410714286,0.125,0.694444444,0
188,2,1,2,1.553571429,0.125,0.75,0
189,2,1,1,1.553571429,0,0.527777778,0
190,0,1,1,1.071428571,0,0.527777778,0
191,0,1,1,0.982142857,0,0.194444444,1
192,0,1,1,0.839285714,0,0.111111111,1
193,2,1,2,0.553571429,0,0.111111111,1
194,0,1,1,0.571428571,0,0.194444444,1
195,1,1,1,0.571428571,0,0.25,1
196,0,1,1,0.553571429,0,0.277777778,1
197,0,1,1,0.267857143,0,0.25,1
198,1,1,1,0.267857143,0,0.25,1
199,0,1,2,0.214285714,0,0.25,1
200,1,1,2,0.214285714,0,0.25,1
201,0,1,2,0.214285714,0,0.25,1
202,0,1,1,0.553571429,0,0.25,1
203,0,1,1,0.553571429,0,0.194444444,1
204,0,1,1,0.5,0,0.5,1
205,0,1,1,0.553571429,0,0.444444444,1
206,2,1,1,0.553571429,0,0.444444444,1
207,0,1,1,0.839285714,0,0.444444444,1
208,0,1,1,0.839285714,0,0.5,1
209,1,1,3,0.785714286,0,0.5,1
210,0,1,1,0.571428571,0,0.777777778,1
211,2,1,1,0.571428571,0,0.75,1
212,0,1,1,0.571428571,0,0.694444444,1
213,1,1,2,0.553571429,0,0.527777778,1
214,0,1,1,0.571428571,0.125,0.5,1
215,0,1,3,0.267857143,0.125,0.444444444,1
216,0,1,2,0.285714286,0.125,0.444444444,1
217,0,1,2,0.285714286,0.214285714,0.5,1
218,1,0,1,0.267857143,0.267857143,0.611111111,1
219,1,1,2,0.267857143,0.267857143,0.5,1
220,1,1,2,0.267857143,0.267857143,0.527777778,1
221,1,0,1,0.267857143,0.267857143,0.527777778,1
222,1,0,1,0.285714286,0.214285714,0.527777778,1
223,0,1,3,0.267857143,0.214285714,0.5,1
224,0,1,1,0.214285714,0.214285714,0.444444444,1
225,0,1,1,0.125,0.125,0.444444444,1
226,0,1,1,0,0,0.444444444,1
227,0,1,1,0,0,0,1
228,0,1,1,0.5,0.125,0,1
229,0,1,1,0.5,0.125,0.111111111,1
230,0,1,1,0.5,0.125,0.111111111,1
231,0,1,1,0.5,0.125,0.111111111,1
232,2,0,1,0.5,0.125,0.5,1
233,0,1,1,0.5,0.125,0.5,1
234,0,1,2,0.5,0.125,0.527777778,1
235,0,1,1,0.553571429,0.125,0.527777778,1
236,0,1,1,0.125,0,0.527777778,1
237,0,1,3,0.214285714,0,0.527777778,1
238,0,1,1,0.267857143,0,0.527777778,1
239,1,1,2,0.267857143,0,0.527777778,1
240,0,1,1,0.285714286,0,0.527777778,1
241,1,1,1,0.267857143,0,0.527777778,1
242,1,1,2,0.410714286,0,0.694444444,1
243,0,1,2,0.571428571,0,0.861111111,1
244,1,1,1,0.839285714,0.125,1.194444444,0
245,1,1,1,1.071428571,0.125,1,0
246,2,1,3,1.428571429,0.125,1,0
247,2,1,3,1.267857143,0.125,1,0
248,3,0,3,1.642857143,0.125,0.777777778,0
249,0,1,4,1.982142857,0.125,0.527777778,0
250,3,1,2,2.267857143,0.125,0.527777778,0
251,3,1,2,2.267857143,0.214285714,0.75,0
252,0,1,2,1.928571429,0.214285714,0.861111111,0
253,0,1,2,1.696428571,0.214285714,0.444444444,0
254,0,1,2,1.428571429,0.214285714,0.444444444,0
255,2,0,3,0.982142857,0.214285714,0.5,1
256,2,0,1,0.982142857,0.214285714,0.527777778,1
257,1,1,1,0.982142857,0.214285714,0.75,1
258,0,1,1,0.982142857,0.214285714,0.75,1
259,2,1,2,0.839285714,0.125,0.527777778,1
260,0,1,1,0.571428571,0,0.527777778,1
261,0,1,1,0.571428571,0,0.527777778,1
262,0,1,3,0.553571429,0,0.527777778,1
263,0,1,2,0.267857143,0,0.527777778,1
264,1,1,1,0.267857143,0,0.5,1
265,1,1,1,0.285714286,0.125,0.444444444,1
266,1,1,1,0.267857143,0.214285714,0.277777778,1
267,0,1,2,0.267857143,0.214285714,0.277777778,1
268,0,1,2,0.285714286,0.214285714,0.25,1
269,1,0,2,0.267857143,0.214285714,0.527777778,1
270,1,0,2,1.125,0.267857143,0.527777778,0
271,0,1,1,1.071428571,0.267857143,0.527777778,0
272,0,1,2,1.071428571,0.267857143,0.5,0
273,0,1,2,1.125,0.214285714,0.444444444,0
274,3,0,0,1.142857143,0.125,0.361111111,0
275,1,1,1,1.142857143,0.125,0.361111111,0
276,0,1,1,1.125,0.125,0.25,0
277,0,1,1,1.071428571,0.125,0.25,0
278,0,1,1,0.285714286,0,0.111111111,1
279,0,1,1,0.285714286,0,0.111111111,1
280,1,1,1,0.285714286,0,0.194444444,1
281,1,1,1,0.267857143,0,0.194444444,1
282,1,1,2,0.267857143,0,0.194444444,1
283,1,1,1,0.214285714,0.125,0.194444444,1
284,0,1,1,0.410714286,0.125,1.027777778,0
285,1,1,2,0.410714286,0.125,1.027777778,0
286,0,1,1,0.410714286,0.125,1.25,0
287,1,0,1,0.410714286,0.125,1.25,0
288,2,1,1,0.285714286,0.125,1.194444444,0
289,1,1,4,0.410714286,0.125,1.25,0
290,1,1,1,0.410714286,0.125,1.194444444,0
291,1,1,3,0.571428571,0,1.194444444,0
292,1,1,1,0.410714286,0.125,1.194444444,0
293,0,1,2,0.5,0.125,0.527777778,1
294,2,1,1,0.553571429,0.125,0.527777778,1
295,0,1,2,0.553571429,0.214285714,0.194444444,1
296,1,0,1,0.785714286,0.214285714,0.194444444,1
297,0,1,1,0.696428571,0.267857143,0.111111111,1
298,0,1,1,0.5,0.285714286,0.111111111,1
299,1,0,1,0.5,0.285714286,0.111111111,1
300,2,1,1,0.5,0.267857143,0.194444444,1
301,1,0,1,0.982142857,0.267857143,0.25,1
302,1,0,1,0.785714286,0.267857143,0.277777778,1
303,0,1,1,1.142857143,0.214285714,0.277777778,0
304,1,1,2,1.357142857,0.214285714,0.25,0
305,3,1,2,1.357142857,0.125,0.25,0
306,1,1,2,1.357142857,0,1.361111111,0
307,3,1,2,1.142857143,0,1.357142857,0
308,0,1,2,1.285714286,0,1.571428571,0
309,1,1,2,1.066666667,0,1.866666667,0
310,1,1,1,1.3,0,2.3,0
311,2,1,5,0.666666667,0,3,0
